rank_number	rank_desc	channel_code	channel_name	region_code	region_name	province_code	province_name	city_group_code	city_group_name	supervisor_id	supervisor_work_no	supervisor_name	business_type_code	business_type_name	new_tranc_cust_cnt	sales_value	sales_value_share	profit	profit_rate	operating_profit	month	date_mark
2	省区	1	大客户	3	华西大区	23	贵州省	16	贵阳市				2	福利业务		2000000		120000	0.06		202601	M
2	省区	1	大客户	3	华西大区	23	贵州省	16	贵阳市				10	福利小店		10000		1600	0.16		202601	M
2	省区	1	大客户	3	华西大区	23	贵州省	16	贵阳市				1	日配业务		7810000		1379870.884	0.176680011		202601	M
2	省区	7	企业购	3	华西大区	24	四川省	13	成都市				6	BBC		4000000		464083.123	0.116020781		202601	M
2	省区	7	企业购	3	华西大区	24	四川省	42	宜宾				6	BBC		100000		19978.0461	0.199780461		202601	M
2	省区	2	商超	3	华西大区	24	四川省	13	成都市				9	商超		3800000		235655.5628	0.062014622		202601	M
2	省区	2	商超	3	华西大区	24	四川省	42	宜宾				9	商超		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	24	四川省	13	成都市				2	福利业务		10000000		1150037.743	0.115003774		202601	M
2	省区	1	大客户	3	华西大区	24	四川省	42	宜宾				2	福利业务		500000		80039.30989	0.16007862		202601	M
2	省区	1	大客户	3	华西大区	24	四川省	13	成都市				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	24	四川省	42	宜宾				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	24	四川省	13	成都市				1	日配业务		30930000		5330130.04	0.172328808		202601	M
2	省区	1	大客户	3	华西大区	24	四川省	42	宜宾				1	日配业务		1970000		263800.3489	0.133908807		202601	M
2	省区	7	企业购	3	华西大区	25	云南	48	云南				6	BBC		0		0	0		202601	M
2	省区	2	商超	3	华西大区	25	云南	48	云南				9	商超		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	25	云南	48	云南				2	福利业务		5000000		625000	0.125		202601	M
2	省区	1	大客户	3	华西大区	25	云南	48	云南				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	25	云南	48	云南				1	日配业务		1000000		213782.2222	0.213782222		202601	M
2	省区	7	企业购	3	华西大区	32	重庆市	22	黔江区				6	BBC		150000		21428.57143	0.142857143		202601	M
2	省区	7	企业购	3	华西大区	32	重庆市	46	石柱县				6	BBC		0		0	0		202601	M
2	省区	7	企业购	3	华西大区	32	重庆市	23	万州区				6	BBC		150000		25714.28571	0.171428571		202601	M
2	省区	7	企业购	3	华西大区	32	重庆市	47	永川区				6	BBC		0		0	0		202601	M
2	省区	7	企业购	3	华西大区	32	重庆市	12	重庆主城				6	BBC		7900000		967671.8399	0.122490106		202601	M
2	省区	2	商超	3	华西大区	32	重庆市	22	黔江区				9	商超		0		0	0		202601	M
2	省区	2	商超	3	华西大区	32	重庆市	46	石柱县				9	商超		0		0	0		202601	M
2	省区	2	商超	3	华西大区	32	重庆市	23	万州区				9	商超		0		0	0		202601	M
2	省区	2	商超	3	华西大区	32	重庆市	47	永川区				9	商超		0		0	0		202601	M
2	省区	2	商超	3	华西大区	32	重庆市	12	重庆主城				9	商超		1500000		240033.2802	0.160022187		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	22	黔江区				2	福利业务		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	46	石柱县				2	福利业务		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	23	万州区				2	福利业务		500000		33333.33333	0.066666667		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	47	永川区				2	福利业务		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	12	重庆主城				2	福利业务		4300000		277973.0489	0.064644895		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	22	黔江区				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	46	石柱县				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	23	万州区				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	47	永川区				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	12	重庆主城				10	福利小店		1440000		50379.65014	0.034985868		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	22	黔江区				1	日配业务		1450000		133551.003	0.09210414		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	46	石柱县				1	日配业务		3000000		208333.3333	0.069444444		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	23	万州区				1	日配业务		1100000		217626.3158	0.197842105		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	47	永川区				1	日配业务		5910000		1094573.237	0.185206977		202601	M
2	省区	1	大客户	3	华西大区	32	重庆市	12	重庆主城				1	日配业务		39960000		6360962.361	0.159183242		202601	M
